,date,category,article title,compound score
6420,01/06/2018, Markets,"U.S. Stocks Fall After Trump Nixes North Korea Summit, Automation Pressuring Mid-Level Worker Wages      , Maker of Necco Wafers Gets a Sweet Reprieve , Europe’s Data Regulators Set to Enforce New Powers , United Continental Board Selects Its First Female Chair , U.S. Stocks Fall After Trump Nixes North Korea Summit, Automation Pressuring Mid-Level Worker Wages      , Maker of Necco Wafers Gets a Sweet Reprieve , Europe’s Data Regulators Set to Enforce New Powers , United Continental Board Selects Its First Female Chair , U.S. Stocks Fall After Trump Nixes North Korea Summit, Automation Pressuring Mid-Level Worker Wages      , Maker of Necco Wafers Gets a Sweet Reprieve , Europe’s Data Regulators Set to Enforce New Powers , United Continental Board Selects Its First Female Chair , U.S. Stocks Fall After Trump Nixes North Korea Summit, Automation Pressuring Mid-Level Worker Wages      , Maker of Necco Wafers Gets a Sweet Reprieve , Europe’s Data Regulators Set to Enforce New Powers , United Continental Board Selects Its First Female Chair , U.S. Stocks Fall After Trump Nixes North Korea Summit, Investors Are Taking Stock of Trade, Hedge Funds Raise Bets Against Italy, Bond Yields Soar , PepsiCo Buys Bare Foods, Maker of Fruit and Vegetable Snacks, Russia Gets New Sway Over Oil Prices, Platinum Partners’ Co-Founder Pleads Guilty to Fraud , U.S. Stocks Stall as Oil Falls and Global Worries Mount, T-Mobile Says It Hired Lobbying Firm Tied to Corey Lewandowski , Investors Are Taking Stock of Trade, Hedge Funds Raise Bets Against Italy, Bond Yields Soar , PepsiCo Buys Bare Foods, Maker of Fruit and Vegetable Snacks, Russia Gets New Sway Over Oil Prices, Platinum Partners’ Co-Founder Pleads Guilty to Fraud , U.S. Stocks Stall as Oil Falls and Global Worries Mount, T-Mobile Says It Hired Lobbying Firm Tied to Corey Lewandowski , Investors Are Taking Stock of Trade, Hedge Funds Raise Bets Against Italy, Bond Yields Soar , PepsiCo Buys Bare Foods, Maker of Fruit and Vegetable Snacks, Russia Gets New Sway Over Oil Prices, Platinum Partners’ Co-Founder Pleads Guilty to Fraud , U.S. Stocks Stall as Oil Falls and Global Worries Mount, T-Mobile Says It Hired Lobbying Firm Tied to Corey Lewandowski , Investors Are Taking Stock of Trade, Hedge Funds Raise Bets Against Italy, Bond Yields Soar , PepsiCo Buys Bare Foods, Maker of Fruit and Vegetable Snacks, Russia Gets New Sway Over Oil Prices, Platinum Partners’ Co-Founder Pleads Guilty to Fraud , U.S. Stocks Stall as Oil Falls and Global Worries Mount",-0.9819
6468,02/06/2018, Markets,"T-Mobile Says It Hired Lobbying Firm Tied to Corey Lewandowski , Investors Are Taking Stock of Trade, Hedge Funds Raise Bets Against Italy, Bond Yields Soar , PepsiCo Buys Bare Foods, Maker of Fruit and Vegetable Snacks, Russia Gets New Sway Over Oil Prices, Platinum Partners’ Co-Founder Pleads Guilty to Fraud , U.S. Stocks Stall as Oil Falls and Global Worries Mount, T-Mobile Says It Hired Lobbying Firm Tied to Corey Lewandowski , Canadian Pacific Railway Unions File Strike Notice    , In Antibias Training, Starbucks Enlists Hip-Hop Artist, Chairman, Canadian Pacific Railway Unions File Strike Notice    , In Antibias Training, Starbucks Enlists Hip-Hop Artist, Chairman, Canadian Pacific Railway Unions File Strike Notice    , In Antibias Training, Starbucks Enlists Hip-Hop Artist, Chairman, Canadian Pacific Railway Unions File Strike Notice    , In Antibias Training, Starbucks Enlists Hip-Hop Artist, Chairman, Canadian Pacific Railway Unions File Strike Notice    , In Antibias Training, Starbucks Enlists Hip-Hop Artist, Chairman, Bank Indonesia to Discuss Raising Rates Wednesday, New Japanese Videogames Are Winning Over American Players, ZTE’s Suspended Stock: ‘A Headache for All Market Participants’, Beijing’s New Superpowers Over Movie Industry Frustrate Hollywood Studios , Can the Biggest U.S. Bitcoin Exchange Woo Wall Street? , Bank Indonesia to Discuss Raising Rates Wednesday",-0.9313
6492,03/06/2018, Markets,"New Japanese Videogames Are Winning Over American Players, ZTE’s Suspended Stock: ‘A Headache for All Market Participants’, Beijing’s New Superpowers Over Movie Industry Frustrate Hollywood Studios , Can the Biggest U.S. Bitcoin Exchange Woo Wall Street? , Bank Indonesia to Discuss Raising Rates Wednesday, New Japanese Videogames Are Winning Over American Players, ZTE’s Suspended Stock: ‘A Headache for All Market Participants’, Beijing’s New Superpowers Over Movie Industry Frustrate Hollywood Studios , Can the Biggest U.S. Bitcoin Exchange Woo Wall Street? , Bank Indonesia to Discuss Raising Rates Wednesday, New Japanese Videogames Are Winning Over American Players, ZTE’s Suspended Stock: ‘A Headache for All Market Participants’, Beijing’s New Superpowers Over Movie Industry Frustrate Hollywood Studios , Can the Biggest U.S. Bitcoin Exchange Woo Wall Street? , Bank Indonesia to Discuss Raising Rates Wednesday, New Japanese Videogames Are Winning Over American Players, ZTE’s Suspended Stock: ‘A Headache for All Market Participants’, Beijing’s New Superpowers Over Movie Industry Frustrate Hollywood Studios , Can the Biggest U.S. Bitcoin Exchange Woo Wall Street? , Bank Indonesia Appears Set to Raise Rates Wednesday, Two Canadian Banks Report Possible Data Breaches , Italian Political Crisis Roils Markets , Bank Indonesia Appears Set to Raise Rates Wednesday, Two Canadian Banks Report Possible Data Breaches ",-0.5362
6516,04/06/2018, Markets,"Italian Political Crisis Roils Markets , Bank Indonesia Appears Set to Raise Rates Wednesday, Two Canadian Banks Report Possible Data Breaches , Italian Political Crisis Roils Markets , Bank Indonesia Appears Set to Raise Rates Wednesday, Two Canadian Banks Report Possible Data Breaches , Italian Political Crisis Roils Markets , Bank Indonesia Appears Set to Raise Rates Wednesday, Two Canadian Banks Report Possible Data Breaches , Italian Political Crisis Roils Markets , U.S. Stocks Tumble as Italian Woes Jolt World-Wide Markets     , Costco’s Taiwan Comment Leads to Economy-Sized Headache in China, Health Insurer WellCare to Acquire Meridian for $2.5 Billion    , U.S. Stocks Tumble as Italian Woes Jolt World-Wide Markets     , Costco’s Taiwan Comment Leads to Economy-Sized Headache in China, Health Insurer WellCare to Acquire Meridian for $2.5 Billion    , U.S. Stocks Tumble as Italian Woes Jolt World-Wide Markets     , Costco’s Taiwan Comment Leads to Economy-Sized Headache in China, Health Insurer WellCare to Acquire Meridian for $2.5 Billion    , U.S. Stocks Tumble as Italian Woes Jolt World-Wide Markets     , Costco’s Taiwan Comment Leads to Economy-Sized Headache in China, Health Insurer WellCare to Acquire Meridian for $2.5 Billion    , U.S. Stocks Tumble as Italian Woes Jolt World-Wide Markets     , Costco’s Taiwan Comment Leads to Economy-Sized Headache in China, Health Insurer WellCare to Acquire Meridian for $2.5 Billion    , Are We There Yet? Singapore Air Is Launching a Nearly 19-Hour Flight , Gross’s Janus Unconstrained Bond Fund Drops Sharply, Fed Backs Easing Volcker Rule Restrictions on Big Banks’ Trading, Legg Mason Discloses Potential Settlement Charge From Libya Operations    , ‘Roseanne’ Wasn't a Big Moneymaker for ABC. Here’s Why., Are We There Yet? Singapore Air Is Launching a Nearly 19-Hour Flight , Gross’s Janus Unconstrained Bond Fund Drops Sharply, Fed Backs Easing Volcker Rule Restrictions on Big Banks’ Trading, Legg Mason Discloses Potential Settlement Charge From Libya Operations    , ‘Roseanne’ Wasn't a Big Moneymaker for ABC. Here’s Why., Are We There Yet? Singapore Air Is Launching a Nearly 19-Hour Flight , Gross’s Janus Unconstrained Bond Fund Drops Sharply, Fed Backs Easing Volcker Rule Restrictions on Big Banks’ Trading, Legg Mason Discloses Potential Settlement Charge From Libya Operations    , ‘Roseanne’ Wasn't a Big Moneymaker for ABC. Here’s Why., Are We There Yet? Singapore Air Is Launching a Nearly 19-Hour Flight , Gross’s Janus Unconstrained Bond Fund Drops Sharply, Fed Backs Easing Volcker Rule Restrictions on Big Banks’ Trading, Legg Mason Discloses Potential Settlement Charge From Libya Operations    , ‘Roseanne’ Wasn't a Big Moneymaker for ABC. Here’s Why., Are We There Yet? Singapore Air Is Launching a Nearly 19-Hour Flight , Gross’s Janus Unconstrained Bond Fund Drops Sharply, Fed Backs Easing Volcker Rule Restrictions on Big Banks’ Trading, Legg Mason Discloses Potential Settlement Charge From Libya Operations    , ‘Roseanne’ Wasn't a Big Moneymaker for ABC. Here’s Why., South Korean Exports Rebound Strongly in May, GE Pulls Back From Iran Work , South Korea’s CPI Rises 1.5% in May , Costco to Raise Starting Wage to $14 an Hour ",-0.977
6570,05/06/2018, Central Banks,"Stocks’ May Gains Cut Short by Trade Fears, Europe Woes, Starbucks Racial Bias Training ‘Uncomfortable’ and ‘Enlightening’: Employees React    , Guggenheim Executive Departs Firm After Extended Leave, Stocks Drop After U.S. Imposes New Tariffs, South Korean Exports Rebound Strongly in May, GE Pulls Back From Iran Work , South Korea’s CPI Rises 1.5% in May , Costco to Raise Starting Wage to $14 an Hour , Stocks’ May Gains Cut Short by Trade Fears, Europe Woes, Starbucks Racial Bias Training ‘Uncomfortable’ and ‘Enlightening’: Employees React    , Guggenheim Executive Departs Firm After Extended Leave, Stocks Drop After U.S. Imposes New Tariffs, South Korean Exports Rebound Strongly in May, GE Pulls Back From Iran Work , South Korea’s CPI Rises 1.5% in May , Costco to Raise Starting Wage to $14 an Hour , Stocks’ May Gains Cut Short by Trade Fears, Europe Woes, Starbucks Racial Bias Training ‘Uncomfortable’ and ‘Enlightening’: Employees React    , Guggenheim Executive Departs Firm After Extended Leave, Stocks Drop After U.S. Imposes New Tariffs, South Korean Exports Rebound Strongly in May, GE Pulls Back From Iran Work , South Korea’s CPI Rises 1.5% in May , Costco to Raise Starting Wage to $14 an Hour , Stocks’ May Gains Cut Short by Trade Fears, Europe Woes, Starbucks Racial Bias Training ‘Uncomfortable’ and ‘Enlightening’: Employees React    , Guggenheim Executive Departs Firm After Extended Leave, Stocks Drop After U.S. Imposes New Tariffs, South Korean Exports Rebound Strongly in May, GE Pulls Back From Iran Work ",-0.9766
6600,06/06/2018, Business,"South Korea’s CPI Rises 1.5% in May , Costco to Raise Starting Wage to $14 an Hour , Stocks’ May Gains Cut Short by Trade Fears, Europe Woes, Starbucks Racial Bias Training ‘Uncomfortable’ and ‘Enlightening’: Employees React    , Guggenheim Executive Departs Firm After Extended Leave, Stocks Drop After U.S. Imposes New Tariffs, Trump Taps GOP Senate Aide for SEC Seat , The Score: The Story of the Business Week in 7 Stocks, Tyson Finds New Private-Equity Owner for Sara Lee, Van’s , Petrobras Names Monteiro as Interim Chief, Spotify Revokes Policy to Punish Artists Accused of Bad Behavior , Visa Experiences Service Disruption in Parts of Europe, Former Heartland CEO Faces Federal Probe, Stocks Gain After Strong Jobs Report, Trump Taps GOP Senate Aide for SEC Seat , The Score: The Story of the Business Week in 7 Stocks, Tyson Finds New Private-Equity Owner for Sara Lee, Van’s , Petrobras Names Monteiro as Interim Chief, Spotify Revokes Policy to Punish Artists Accused of Bad Behavior , Visa Experiences Service Disruption in Parts of Europe, Former Heartland CEO Faces Federal Probe, Stocks Gain After Strong Jobs Report, Trump Taps GOP Senate Aide for SEC Seat , The Score: The Story of the Business Week in 7 Stocks, Tyson Finds New Private-Equity Owner for Sara Lee, Van’s , Petrobras Names Monteiro as Interim Chief, Spotify Revokes Policy to Punish Artists Accused of Bad Behavior , Visa Experiences Service Disruption in Parts of Europe, Former Heartland CEO Faces Federal Probe, Stocks Gain After Strong Jobs Report",-0.9648
6630,07/06/2018, Markets,"Trump Taps GOP Senate Aide for SEC Seat , The Score: The Story of the Business Week in 7 Stocks, Tyson Finds New Private-Equity Owner for Sara Lee, Van’s , Petrobras Names Monteiro as Interim Chief, Spotify Revokes Policy to Punish Artists Accused of Bad Behavior , Visa Experiences Service Disruption in Parts of Europe, Former Heartland CEO Faces Federal Probe, Stocks Gain After Strong Jobs Report, Trump Taps GOP Senate Aide for SEC Seat , The Score: The Story of the Business Week in 7 Stocks, Tyson Finds New Private-Equity Owner for Sara Lee, Van’s , Petrobras Names Monteiro as Interim Chief, Spotify Revokes Policy to Punish Artists Accused of Bad Behavior , Visa Experiences Service Disruption in Parts of Europe, Former Heartland CEO Faces Federal Probe, Stocks Gain After Strong Jobs Report, Winning Bid to Lunch With Warren Buffett: $3.3 Million , Battle Brews as Craft-Beer Makers Take Their Product to the People, Steel Tariffs Are Taxing Some American Companies, Introducing Exchange From The Wall Street Journal, Winning Bid to Lunch With Warren Buffett: $3.3 Million , Battle Brews as Craft-Beer Makers Take Their Product to the People, Steel Tariffs Are Taxing Some American Companies, Introducing Exchange From The Wall Street Journal",-0.7351
6654,08/06/2018, Markets,"Winning Bid to Lunch With Warren Buffett: $3.3 Million , Battle Brews as Craft-Beer Makers Take Their Product to the People, Steel Tariffs Are Taxing Some American Companies, Introducing Exchange From The Wall Street Journal, Winning Bid to Lunch With Warren Buffett: $3.3 Million , Battle Brews as Craft-Beer Makers Take Their Product to the People, Steel Tariffs Are Taxing Some American Companies, Introducing Exchange From The Wall Street Journal, Winning Bid to Lunch With Warren Buffett: $3.3 Million , Battle Brews as Craft-Beer Makers Take Their Product to the People, Steel Tariffs Are Taxing Some American Companies, Introducing Exchange From The Wall Street Journal, Samsonite and Short Sellers: This Isn’t Over Yet, Australia’s Commonwealth Bank Agrees to Settle Civil Lawsuit, If You Want to Do Business in China, Mind Your T’s: Taiwan and Tibet, AccorHotels Considers Stake in Air France-KLM, Samsonite and Short Sellers: This Isn’t Over Yet, Australia’s Commonwealth Bank Agrees to Settle Civil Lawsuit, If You Want to Do Business in China, Mind Your T’s: Taiwan and Tibet, AccorHotels Considers Stake in Air France-KLM, Samsonite and Short Sellers: This Isn’t Over Yet, Australia’s Commonwealth Bank Agrees to Settle Civil Lawsuit, If You Want to Do Business in China, Mind Your T’s: Taiwan and Tibet, AccorHotels Considers Stake in Air France-KLM, Samsonite and Short Sellers: This Isn’t Over Yet, Australia’s Commonwealth Bank Agrees to Settle Civil Lawsuit, If You Want to Do Business in China, Mind Your T’s: Taiwan and Tibet, AccorHotels Considers Stake in Air France-KLM, Samsonite and Short Sellers: This Isn’t Over Yet, Australia’s Commonwealth Bank Agrees to Settle Civil Lawsuit",0.6249
6684,09/06/2018, Business,"If You Want to Do Business in China, Mind Your T’s: Taiwan and Tibet, AccorHotels Considers Stake in Air France-KLM, Nasdaq Composite Climbs to Record, Howard Schultz to Step Down as Starbucks Chairman, Peugeot to Halt Iran Investments , Twitter to Join S&P 500 , Treasury Works to Address Concerns Over Taxes on Overseas Earnings , Chinese State-Owned Developer Pulls Out of San Francisco Project    , Tyson Foods Acquires Organic-Chicken Producer, AmTrust Delays Shareholder Vote on Going-Private Deal , Stocks Rise, Unfazed by Trade Worries, Nasdaq Composite Climbs to Record, Howard Schultz to Step Down as Starbucks Chairman, Peugeot to Halt Iran Investments , Twitter to Join S&P 500 , Treasury Works to Address Concerns Over Taxes on Overseas Earnings , Chinese State-Owned Developer Pulls Out of San Francisco Project    , Tyson Foods Acquires Organic-Chicken Producer",0.5423
6702,10/06/2018, Markets,"AmTrust Delays Shareholder Vote on Going-Private Deal , Stocks Rise, Unfazed by Trade Worries, Nasdaq Composite Climbs to Record, Howard Schultz to Step Down as Starbucks Chairman, Peugeot to Halt Iran Investments , Twitter to Join S&P 500 , Treasury Works to Address Concerns Over Taxes on Overseas Earnings , Chinese State-Owned Developer Pulls Out of San Francisco Project    , Tyson Foods Acquires Organic-Chicken Producer, AmTrust Delays Shareholder Vote on Going-Private Deal , Stocks Rise, Unfazed by Trade Worries, Nasdaq Composite Climbs to Record, Howard Schultz to Step Down as Starbucks Chairman, Peugeot to Halt Iran Investments , Twitter to Join S&P 500 , Treasury Works to Address Concerns Over Taxes on Overseas Earnings , Chinese State-Owned Developer Pulls Out of San Francisco Project    , Tyson Foods Acquires Organic-Chicken Producer",0.1027
6720,11/06/2018, Markets,"AmTrust Delays Shareholder Vote on Going-Private Deal , Stocks Rise, Unfazed by Trade Worries, Nasdaq Composite Climbs to Record, Howard Schultz to Step Down as Starbucks Chairman, Peugeot to Halt Iran Investments , Twitter to Join S&P 500 , Treasury Works to Address Concerns Over Taxes on Overseas Earnings , Chinese State-Owned Developer Pulls Out of San Francisco Project    , Tyson Foods Acquires Organic-Chicken Producer, AmTrust Delays Shareholder Vote on Going-Private Deal , Stocks Rise, Unfazed by Trade Worries, Bank Indonesia Governor Sees More Room for Rupiah’s Recovery, Deal to Sell Piece of Chicago Tribune Publisher Falls Apart, MLB Buys Rawlings From Newell Brands , Next Year, There Will Be No Mushy Tomatoes on Your Burger, Says Wendy’s, Regulators Vote for Threshold for Swap-Dealer Registration at $8 Billion , Bank Indonesia Governor Sees More Room for Rupiah’s Recovery, Deal to Sell Piece of Chicago Tribune Publisher Falls Apart, MLB Buys Rawlings From Newell Brands , Next Year, There Will Be No Mushy Tomatoes on Your Burger, Says Wendy’s, Regulators Vote for Threshold for Swap-Dealer Registration at $8 Billion , Bank Indonesia Governor Sees More Room for Rupiah’s Recovery, Deal to Sell Piece of Chicago Tribune Publisher Falls Apart, MLB Buys Rawlings From Newell Brands , Next Year, There Will Be No Mushy Tomatoes on Your Burger, Says Wendy’s, Regulators Vote for Threshold for Swap-Dealer Registration at $8 Billion , Bank Indonesia Governor Sees More Room for Rupiah’s Recovery, Deal to Sell Piece of Chicago Tribune Publisher Falls Apart, MLB Buys Rawlings From Newell Brands , Next Year, There Will Be No Mushy Tomatoes on Your Burger, Says Wendy’s, Regulators Vote for Threshold for Swap-Dealer Registration at $8 Billion , Bank Indonesia Governor Sees More Room for Rupiah’s Recovery, Deal to Sell Piece of Chicago Tribune Publisher Falls Apart, MLB Buys Rawlings From Newell Brands , Next Year, There Will Be No Mushy Tomatoes on Your Burger, Says Wendy’s, Regulators Vote for Threshold for Swap-Dealer Registration at $8 Billion , Just Joking? Qatar Air Boss Sorry for Saying a Woman Couldn’t Do His Job, Fortive Offers $2.7 Billion for J&J’s Medical-Equipment Sterilization Business , Sam Zell Uses Vulgarity in Discussing Hiring of Women, Kate Spade’s Father, Husband Discuss Her Private Troubles , Senate Banking Panel Set to Vote on Clarida, Bowman Nominations for Fed Posts, Just Joking? Qatar Air Boss Sorry for Saying a Woman Couldn’t Do His Job, Fortive Offers $2.7 Billion for J&J’s Medical-Equipment Sterilization Business , Sam Zell Uses Vulgarity in Discussing Hiring of Women, Kate Spade’s Father, Husband Discuss Her Private Troubles , Senate Banking Panel Set to Vote on Clarida, Bowman Nominations for Fed Posts, Just Joking? Qatar Air Boss Sorry for Saying a Woman Couldn’t Do His Job, Fortive Offers $2.7 Billion for J&J’s Medical-Equipment Sterilization Business ",-0.9365
6768,12/06/2018, Markets,"Sam Zell Uses Vulgarity in Discussing Hiring of Women, Kate Spade’s Father, Husband Discuss Her Private Troubles , Senate Banking Panel Set to Vote on Clarida, Bowman Nominations for Fed Posts, Just Joking? Qatar Air Boss Sorry for Saying a Woman Couldn’t Do His Job, Fortive Offers $2.7 Billion for J&J’s Medical-Equipment Sterilization Business , Sam Zell Uses Vulgarity in Discussing Hiring of Women, Kate Spade’s Father, Husband Discuss Her Private Troubles , Senate Banking Panel Set to Vote on Clarida, Bowman Nominations for Fed Posts, Just Joking? Qatar Air Boss Sorry for Saying a Woman Couldn’t Do His Job, Fortive Offers $2.7 Billion for J&J’s Medical-Equipment Sterilization Business , Sam Zell Uses Vulgarity in Discussing Hiring of Women, Kate Spade’s Father, Husband Discuss Her Private Troubles , Senate Banking Panel Set to Vote on Clarida, Bowman Nominations for Fed Posts, Jack Ma’s Ant Valued Around $150 Billion After Funding Round, McDonald’s Plans Corporate Job Cuts, ‘Eliminating Layers’, After Scrutinizing Facebook, Congress Turns to Google Deal With Huawei, Brazil Selloff Feeds Global Emerging-Markets Retreat , Jack Ma’s Ant Valued Around $150 Billion After Funding Round, McDonald’s Plans Corporate Job Cuts, ‘Eliminating Layers’, After Scrutinizing Facebook, Congress Turns to Google Deal With Huawei, Brazil Selloff Feeds Global Emerging-Markets Retreat , Jack Ma’s Ant Valued Around $150 Billion After Funding Round, McDonald’s Plans Corporate Job Cuts, ‘Eliminating Layers’, After Scrutinizing Facebook, Congress Turns to Google Deal With Huawei, Brazil Selloff Feeds Global Emerging-Markets Retreat , Jack Ma’s Ant Valued Around $150 Billion After Funding Round, McDonald’s Plans Corporate Job Cuts, ‘Eliminating Layers’, After Scrutinizing Facebook, Congress Turns to Google Deal With Huawei, Brazil Selloff Feeds Global Emerging-Markets Retreat , Jack Ma’s Ant Valued Around $150 Billion After Funding Round, McDonald’s Plans Corporate Job Cuts, ‘Eliminating Layers’, After Scrutinizing Facebook, Congress Turns to Google Deal With Huawei, Brazil Selloff Feeds Global Emerging-Markets Retreat , What Regulatory Worries? Global Tech Stocks Reach New Heights    , The Score: The Business Week in 7 Stocks, U.S. Regulator Demands Trading Data From Bitcoin Exchanges , Veterinary-Hospital Chain VetCor Explores Sale, U.S. Stocks Turn Higher to Post Weekly Gains, What Regulatory Worries? Global Tech Stocks Reach New Heights    , The Score: The Business Week in 7 Stocks, U.S. Regulator Demands Trading Data From Bitcoin Exchanges , Veterinary-Hospital Chain VetCor Explores Sale, U.S. Stocks Turn Higher to Post Weekly Gains, What Regulatory Worries? Global Tech Stocks Reach New Heights    , The Score: The Business Week in 7 Stocks, U.S. Regulator Demands Trading Data From Bitcoin Exchanges , Veterinary-Hospital Chain VetCor Explores Sale, U.S. Stocks Turn Higher to Post Weekly Gains, What Regulatory Worries? Global Tech Stocks Reach New Heights    , The Score: The Business Week in 7 Stocks, U.S. Regulator Demands Trading Data From Bitcoin Exchanges , Veterinary-Hospital Chain VetCor Explores Sale, U.S. Stocks Turn Higher to Post Weekly Gains, What Regulatory Worries? Global Tech Stocks Reach New Heights    , The Score: The Business Week in 7 Stocks, U.S. Regulator Demands Trading Data From Bitcoin Exchanges , Veterinary-Hospital Chain VetCor Explores Sale, U.S. Stocks Turn Higher to Post Weekly Gains, WPP Probed Whether Former CEO Martin Sorrell Used Company Money for a Prostitute, Chinese Firm’s Takeover of Genworth Financial Passes U.S. Security Review, Your Next Robot Encounter: Dinner, Drinks and a Massage    , WPP Probed Whether Former CEO Martin Sorrell Used Company Money for a Prostitute, Chinese Firm’s Takeover of Genworth Financial Passes U.S. Security Review, Your Next Robot Encounter: Dinner, Drinks and a Massage    , WPP Probed Whether Former CEO Martin Sorrell Used Company Money for a Prostitute, Chinese Firm’s Takeover of Genworth Financial Passes U.S. Security Review, Your Next Robot Encounter: Dinner, Drinks and a Massage    , WPP Probed Whether Former CEO Martin Sorrell Used Company Money for a Prostitute, Chinese Firm’s Takeover of Genworth Financial Passes U.S. Security Review, Your Next Robot Encounter: Dinner, Drinks and a Massage    , WPP Probed Whether Former CEO Martin Sorrell Used Company Money for a Prostitute, Chinese Firm’s Takeover of Genworth Financial Passes U.S. Security Review",0.9211
6840,13/06/2018, Central Banks,"Your Next Robot Encounter: Dinner, Drinks and a Massage    , Bitcoin Falls Sharply After Another Cryptocurrency Exchange Is Hacked, KKR Nears Deal to Buy Envision Healthcare for About $5.5 Billion, An Uneven Recovery in Stocks, Bitcoin Falls Sharply After Another Cryptocurrency Exchange Is Hacked, KKR Nears Deal to Buy Envision Healthcare for About $5.5 Billion, An Uneven Recovery in Stocks, Bitcoin Falls Sharply After Another Cryptocurrency Exchange Is Hacked, KKR Nears Deal to Buy Envision Healthcare for About $5.5 Billion, An Uneven Recovery in Stocks, Bitcoin Falls Sharply After Another Cryptocurrency Exchange Is Hacked, KKR Nears Deal to Buy Envision Healthcare for About $5.5 Billion, An Uneven Recovery in Stocks, Bitcoin Falls Sharply After Another Cryptocurrency Exchange Is Hacked, KKR Nears Deal to Buy Envision Healthcare for About $5.5 Billion, An Uneven Recovery in Stocks, Trump and Kim Shake Hands, but Asian Markets Mostly Flat , SEC Chairman: Most of Dodd-Frank Is Here to Stay, Sam Zell Apologizes For Using Lewd Comment to Refer to Women, Stryker Makes Takeover Approach to Boston Scientific , McDonald’s Promises Franchisees More Support, Sirius XM to Pay $150 Million to Settle Lawsuit Over Royalties, U.S. Stocks Rise Ahead of U.S.-North Korea Summit, Elliott Management Pushes for Changes at Sempra Energy, Trump and Kim Shake Hands, but Asian Markets Mostly Flat , SEC Chairman: Most of Dodd-Frank Is Here to Stay, Sam Zell Apologizes For Using Lewd Comment to Refer to Women, Stryker Makes Takeover Approach to Boston Scientific , McDonald’s Promises Franchisees More Support, Sirius XM to Pay $150 Million to Settle Lawsuit Over Royalties, U.S. Stocks Rise Ahead of U.S.-North Korea Summit, Elliott Management Pushes for Changes at Sempra Energy, Trump and Kim Shake Hands, but Asian Markets Mostly Flat , SEC Chairman: Most of Dodd-Frank Is Here to Stay, Sam Zell Apologizes For Using Lewd Comment to Refer to Women, Stryker Makes Takeover Approach to Boston Scientific , McDonald’s Promises Franchisees More Support, Sirius XM to Pay $150 Million to Settle Lawsuit Over Royalties, U.S. Stocks Rise Ahead of U.S.-North Korea Summit, Elliott Management Pushes for Changes at Sempra Energy, Trump and Kim Shake Hands, but Asian Markets Mostly Flat , SEC Chairman: Most of Dodd-Frank Is Here to Stay",0.9651
6882,14/06/2018, Markets,"Sam Zell Apologizes For Using Lewd Comment to Refer to Women, Stryker Makes Takeover Approach to Boston Scientific , McDonald’s Promises Franchisees More Support, Sirius XM to Pay $150 Million to Settle Lawsuit Over Royalties, U.S. Stocks Rise Ahead of U.S.-North Korea Summit, Elliott Management Pushes for Changes at Sempra Energy, Trump and Kim Shake Hands, but Asian Markets Mostly Flat , SEC Chairman: Most of Dodd-Frank Is Here to Stay, Sam Zell Apologizes For Using Lewd Comment to Refer to Women, Stryker Makes Takeover Approach to Boston Scientific , McDonald’s Promises Franchisees More Support, Sirius XM to Pay $150 Million to Settle Lawsuit Over Royalties, U.S. Stocks Rise Ahead of U.S.-North Korea Summit, Elliott Management Pushes for Changes at Sempra Energy, Wall Street Firms Face a New $15 Billion Hurdle in China, RBA Gov Lowe Says Australia’s Economy on Right Track, CK Infrastructure Bids More Than $9 Billion for Australian Pipeline Firm, Guess Co-Founder Paul Marciano to Leave Company , Reactions to AT&T’s Victory in Antitrust Case, No Phones, No Exits: The AT&T Judge Wanted Folks to Hear His Verdict, AT&T Chief Gambled and Won Big , Eli Lilly, AstraZeneca Drop Two Late-Stage Alzheimer’s Drug Trials , Ruling Narrows Use of Martin Act in Credit Suisse Case , U.S. Stocks Shrug Off Trump-Kim Talks, CFPB Acting Chief Asks Staff to Cut Budget by 20%, ADP CFO Jan Siegmund Plans to Leave Company, Wall Street Firms Face a New $15 Billion Hurdle in China, RBA Gov Lowe Says Australia’s Economy on Right Track, CK Infrastructure Bids More Than $9 Billion for Australian Pipeline Firm, Guess Co-Founder Paul Marciano to Leave Company , Reactions to AT&T’s Victory in Antitrust Case, No Phones, No Exits: The AT&T Judge Wanted Folks to Hear His Verdict, AT&T Chief Gambled and Won Big , Eli Lilly, AstraZeneca Drop Two Late-Stage Alzheimer’s Drug Trials , Ruling Narrows Use of Martin Act in Credit Suisse Case , U.S. Stocks Shrug Off Trump-Kim Talks, CFPB Acting Chief Asks Staff to Cut Budget by 20%, ADP CFO Jan Siegmund Plans to Leave Company, Wall Street Firms Face a New $15 Billion Hurdle in China, RBA Gov Lowe Says Australia’s Economy on Right Track, CK Infrastructure Bids More Than $9 Billion for Australian Pipeline Firm, Guess Co-Founder Paul Marciano to Leave Company ",0.9765
